Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000012.12	50112236	50120453	12	plus	cytochrome c oxidase assembly factor COX14	COX14	84987	protein-coding	NM_032901.4	NP_116290.1	57	
NC_000012.12	50129289	50167369	12	minus	ceramide synthase 5	CERS5	91012	protein-coding	NM_147190.5	NP_671723.1	392	
NC_000012.12	50175788	50283520	12	minus	LIM domain and actin binding 1	LIMA1	51474	protein-coding	NM_016357.5	NP_057441.1	759	
NC_000012.12	50327309	50396609	12	minus	family with sequence similarity 186 member A	FAM186A	121006	protein-coding	NM_001145475.3	NP_001138947.1	2351	
NC_000012.12	50400885	50480004	12	plus	La ribonucleoprotein 4	LARP4	113251	protein-coding	NM_052879.5	NP_443111.4	724	
NC_000012.12	50504985	50748657	12	plus	disco interacting protein 2 homolog B	DIP2B	57609	protein-coding	NM_173602.3	NP_775873.2	1576	
NC_000012.12	50763459	50821162	12	plus	activating transcription factor 1	ATF1	466	protein-coding	NM_005171.5	NP_005162.1	271	
NC_000012.12	50842926	50887884	12	plus	transmembrane serine protease 12	TMPRSS12	283471	protein-coding	NM_182559.3	NP_872365.2	348	
NC_000012.12	50925015	50932508	12	plus	thiol methyltransferase 1A	TMT1A	25840	protein-coding	NM_014033.4	NP_054752.3	244	
NC_000012.12	50931110	50972592	12	plus	HIG1 hypoxia inducible domain family member 1C	HIGD1C	613227	protein-coding	NM_001109619.4	NP_001103089.1	97	
NC_000012.12	50952263	51028886	12	minus	solute carrier family 11 member 2	SLC11A2	4891	protein-coding	NM_000617.3	NP_000608.1	561	
NC_000012.12	51048220	51068958	12	plus	LETM1 domain containing 1	LETMD1	25875	protein-coding	NM_015416.5	NP_056231.3	360	
NC_000012.12	51061205	51083596	12	minus	cysteine and serine rich nuclear protein 2	CSRNP2	81566	protein-coding	NM_030809.3	NP_110436.1	543	
NC_000012.12	51093656	51173135	12	minus	transcription factor CP2	TFCP2	7024	protein-coding	NM_005653.5	NP_005644.2	502	
NC_000012.12	51186936	51218062	12	minus	POU class 6 homeobox 1	POU6F1	5463	protein-coding	NM_001330422.2	NP_001317351.1	611	
NC_000012.12	51238826	51246717	12	plus	DAZ associated protein 2	DAZAP2	9802	protein-coding	NM_014764.4	NP_055579.1	168	
NC_000012.12	51244558	51270415	12	minus	small cell adhesion glycoprotein	SMAGP	57228	protein-coding	NM_001031628.2	NP_001026798.1	97	
NC_000012.12	51281038	51324668	12	minus	bridging integrator 2	BIN2	51411	protein-coding	NM_016293.4	NP_057377.4	565	
NC_000012.12	51328442	51346679	12	minus	chymotrypsin like elastase 1	CELA1	1990	protein-coding	NM_001971.6	NP_001962.3	258	
NC_000012.12	51351252	51391673	12	minus	polypeptide N-acetylgalactosaminyltransferase 6	GALNT6	11226	protein-coding	NM_007210.4	NP_009141.2	622	
NC_000012.12	51391446	51515763	12	plus	solute carrier family 4 member 8	SLC4A8	9498	protein-coding	NM_001039960.3	NP_001035049.1	1093	
NC_000012.12	51591233	51812864	12	plus	sodium voltage-gated channel alpha subunit 8	SCN8A	6334	protein-coding	NM_014191.4	NP_055006.1	1980	
NC_000012.12	51813921	51814925	12	minus	transmembrane and death domain 1	TMDD1	112163659	protein-coding	NM_001386737.1	NP_001373666.1	317	
NC_000012.12	51817899	51848718	12	minus	fidgetin like 2	FIGNL2	401720	protein-coding	NM_001013690.5	NP_001013712.4	653	
NC_000012.12	51888103	51891727	12	plus	ankyrin repeat domain 33	ANKRD33	341405	protein-coding	NM_182608.4	NP_872414.3	452	
NC_000012.12	51906944	51923361	12	plus	activin A receptor like type 1	ACVRL1	94	protein-coding	NM_000020.3	NP_000011.2	503	
NC_000012.12	51951699	51997078	12	plus	activin A receptor type 1B	ACVR1B	91	protein-coding	NM_004302.5	NP_004293.1	505	
NC_000012.12	52006946	52015889	12	plus	trafficking regulator and scaffold protein tamalin	TAMALIN	160622	protein-coding	NM_181711.4	NP_859062.1	395	
NC_000012.12	52022832	52059503	12	plus	nuclear receptor subfamily 4 group A member 1	NR4A1	3164	protein-coding	NM_002135.5	NP_002126.2	598	
NC_000012.12	52065300	52077495	12	plus	autophagy related 101	ATG101	60673	protein-coding	NM_021934.5	NP_068753.2	218	
NC_000012.12	52079704	52108255	12	plus	small integral membrane protein 41	SMIM41	113523638	protein-coding	NM_001369216.1	NP_001356145.1	93	
NC_000012.12	52168996	52192014	12	minus	keratin 80	KRT80	144501	protein-coding	NM_182507.3	NP_872313.2	452	
NC_000012.12	52233243	52255853	12	plus	keratin 7	KRT7	3855	protein-coding	NM_005556.4	NP_005547.3	469	
NC_000012.12	52274645	52309163	12	plus	keratin 86	KRT86	3892	protein-coding	NM_001320198.2	NP_001307127.1	486	
NC_000012.12	52285913	52291534	12	minus	keratin 81	KRT81	3887	protein-coding	NM_002281.4	NP_002272.2	505	
NC_000012.12	52314301	52321398	12	minus	keratin 83	KRT83	3889	protein-coding	NM_002282.3	NP_002273.3	493	
NC_000012.12	52360006	52367481	12	minus	keratin 85	KRT85	3891	protein-coding	NM_002283.4	NP_002274.1	507	
NC_000012.12	52377812	52386977	12	minus	keratin 84	KRT84	3890	protein-coding	NM_033045.4	NP_149034.2	600	
NC_000012.12	52393931	52406335	12	minus	keratin 82	KRT82	3888	protein-coding	NM_033033.4	NP_149022.3	513	
NC_000012.12	52424070	52434371	12	minus	keratin 75	KRT75	9119	protein-coding	NM_004693.3	NP_004684.2	551	
NC_000012.12	52446651	52452146	12	minus	keratin 6B	KRT6B	3854	protein-coding	NM_005555.4	NP_005546.2	564	
NC_000012.12	52468516	52473805	12	minus	keratin 6C	KRT6C	286887	protein-coding	NM_173086.5	NP_775109.2	564	
NC_000012.12	52487176	52493257	12	minus	keratin 6A	KRT6A	3853	protein-coding	NM_005554.4	NP_005545.1	564	
NC_000012.12	52514575	52520394	12	minus	keratin 5	KRT5	3852	protein-coding	NM_000424.4	NP_000415.2	590	
NC_000012.12	52543909	52553145	12	minus	keratin 71	KRT71	112802	protein-coding	NM_033448.3	NP_258259.1	523	
NC_000012.12	52565782	52573843	12	minus	keratin 74	KRT74	121391	protein-coding	NM_175053.4	NP_778223.2	529	
NC_000012.12	52585589	52602953	12	minus	keratin 72	KRT72	140807	protein-coding	NM_080747.3	NP_542785.1	511	
NC_000012.12	52607570	52630761	12	minus	keratin 73	KRT73	319101	protein-coding	NM_175068.3	NP_778238.1	540	
NC_000012.12	52644558	52652211	12	minus	keratin 2	KRT2	3849	protein-coding	NM_000423.3	NP_000414.2	639	
NC_000012.12	52674736	52680407	12	minus	keratin 1	KRT1	3848	protein-coding	NM_006121.4	NP_006112.3	644	
NC_000012.12	52689626	52703524	12	minus	keratin 77	KRT77	374454	protein-coding	NM_175078.3	NP_778253.2	578	
NC_000012.12	52768155	52777345	12	minus	keratin 76	KRT76	51350	protein-coding	NM_015848.4	NP_056932.2	638	
NC_000012.12	52789685	52796117	12	minus	keratin 3	KRT3	3850	protein-coding	NM_057088.3	NP_476429.2	628	
NC_000012.12	52806549	52814116	12	minus	keratin 4	KRT4	3851	protein-coding	NM_002272.4	NP_002263.3	520	
NC_000012.12	52821408	52834311	12	minus	keratin 79	KRT79	338785	protein-coding	NM_175834.3	NP_787028.1	535	
NC_000012.12	52837804	52848994	12	minus	keratin 78	KRT78	196374	protein-coding	NM_173352.4	NP_775487.2	520	
NC_000012.12	52897191	52949860	12	minus	keratin 8	KRT8	3856	protein-coding	NM_002273.4	NP_002264.1	483	
NC_000012.12	52948855	52952906	12	plus	keratin 18	KRT18	3875	protein-coding	NM_000224.3	NP_000215.1	430	
NC_000012.12	53006456	53042215	12	plus	eukaryotic translation initiation factor 4B	EIF4B	1975	protein-coding	NM_001417.7	NP_001408.2	611	
NC_000012.12	53046991	53064379	12	plus	tensin 2	TNS2	23371	protein-coding	NM_015319.3	NP_056134.3	1386	
NC_000012.12	53064316	53079390	12	minus	SPRY domain containing 3	SPRYD3	84926	protein-coding	NM_032840.3	NP_116229.1	442	
NC_000012.12	53097667	53102340	12	plus	insulin like growth factor binding protein 6	IGFBP6	3489	protein-coding	NM_002178.3	NP_002169.1	240	
NC_000012.12	53103486	53124535	12	plus	sterol O-acyltransferase 2	SOAT2	8435	protein-coding	NM_003578.4	NP_003569.1	522	
NC_000012.12	53157663	53181351	12	minus	cysteine sulfinic acid decarboxylase	CSAD	51380	protein-coding	NM_015989.5	NP_057073.4	520	
NC_000012.12	53180722	53195142	12	plus	zinc finger protein 740	ZNF740	283337	protein-coding	NM_001004304.4	NP_001004304.1	193	
NC_000012.12	53191323	53207251	12	minus	integrin subunit beta 7	ITGB7	3695	protein-coding	NM_000889.3	NP_000880.1	798	
NC_000012.12	53210569	53232209	12	minus	retinoic acid receptor gamma	RARG	5916	protein-coding	NM_000966.6	NP_000957.1	454	
NC_000012.12	53241900	53242722	12	plus	uncharacterized LOC122455340	LOC122455340	122455340	protein-coding	NM_001395962.1	NP_001382891.1	172	
NC_000012.12	53251197	53254406	12	plus	major facilitator superfamily domain containing 5	MFSD5	84975	protein-coding	NM_032889.5	NP_116278.3	450	
NC_000012.12	53268299	53293638	12	plus	extra spindle pole bodies like 1, separase	ESPL1	9700	protein-coding	NM_012291.5	NP_036423.4	2120	
NC_000012.12	53295542	53299450	12	plus	prefoldin subunit 5	PFDN5	5204	protein-coding	NM_002624.4	NP_002615.2	154	
NC_000012.12	53299695	53307177	12	plus	MYG1 exonuclease	MYG1	60314	protein-coding	NM_021640.4	NP_067653.4	376	
NC_000012.12	53307460	53321610	12	minus	aladin WD repeat nucleoporin	AAAS	8086	protein-coding	NM_015665.6	NP_056480.1	546	
NC_000012.12	53326575	53344793	12	minus	Sp7 transcription factor	SP7	121340	protein-coding	NM_152860.2	NP_690599.1	431	
NC_000012.12	53380176	53416446	12	plus	Sp1 transcription factor	SP1	6667	protein-coding	NM_003109.1	NP_003100.1	778	
NC_000012.12	53423855	53431672	12	plus	anti-Mullerian hormone receptor type 2	AMHR2	269	protein-coding	NM_020547.3	NP_065434.1	573	
NC_000012.12	53441734	53446638	12	plus	proline rich 13	PRR13	54458	protein-coding	NM_018457.4	NP_060927.1	148	
NC_000012.12	53452102	53481162	12	plus	poly(rC) binding protein 2	PCBP2	5094	protein-coding	NM_005016.6	NP_005007.2	366	
NC_000012.12	53479669	53501539	12	minus	mitogen-activated protein kinase kinase kinase 12	MAP3K12	7786	protein-coding	NM_006301.4	NP_006292.3	859	
NC_000012.12	53500923	53506431	12	plus	TARBP2 subunit of RISC loading complex	TARBP2	6895	protein-coding	NM_004178.5	NP_004169.3	345	
NC_000012.12	53506688	53626382	12	minus	ATF7-NPFF readthrough	ATF7-NPFF	114108587	protein-coding	NM_001366559.1	NP_001353488.1	463	
NC_000012.12	53506688	53507484	12	minus	neuropeptide FF-amide peptide precursor	NPFF	8620	protein-coding	NM_003717.4	NP_003708.1	113	
NC_000012.12	53507856	53626382	12	minus	activating transcription factor 7	ATF7	11016	protein-coding	NM_006856.3	NP_006847.1	483	
NC_000012.12	53665170	53681423	12	minus	ATP synthase membrane subunit c locus 2	ATP5MC2	517	protein-coding	NM_005176.7	NP_005167.3	141	
NC_000012.12	53708517	53727452	12	minus	calcium binding and coiled-coil domain 1	CALCOCO1	57658	protein-coding	NM_020898.3	NP_065949.1	691	
NC_000012.12	53938831	53946544	12	plus	homeobox C13	HOXC13	3229	protein-coding	NM_017410.3	NP_059106.2	330	
NC_000012.12	53954903	53958956	12	plus	homeobox C12	HOXC12	3228	protein-coding	NM_173860.3	NP_776272.1	282	
NC_000012.12	53973126	53977643	12	plus	homeobox C11	HOXC11	3227	protein-coding	NM_014212.4	NP_055027.1	304	
NC_000012.12	53985146	53990279	12	plus	homeobox C10	HOXC10	3226	protein-coding	NM_017409.4	NP_059105.2	342	
NC_000012.12	54000161	54003337	12	plus	homeobox C9	HOXC9	3225	protein-coding	NM_006897.3	NP_008828.1	260	
NC_000012.12	54008985	54012769	12	plus	homeobox C8	HOXC8	3224	protein-coding	NM_022658.4	NP_073149.1	242	
NC_000012.12	54016888	54056030	12	plus	homeobox C4	HOXC4	3221	protein-coding	NM_014620.6	NP_055435.2	264	
NC_000012.12	54016888	54035361	12	plus	homeobox C5	HOXC5	3222	protein-coding	NM_018953.4	NP_061826.1	222	
NC_000012.12	54016888	54030823	12	plus	homeobox C6	HOXC6	3223	protein-coding	NM_004503.4	NP_004494.1	235	
NC_000012.12	54158235	54188985	12	minus	single-strand-selective monofunctional uracil-DNA glycosylase 1	SMUG1	23583	protein-coding	NM_014311.3	NP_055126.1	270	
NC_000012.12	54230942	54280122	12	minus	chromobox 5	CBX5	23468	protein-coding	NM_012117.3	NP_036249.1	191	
NC_000012.12	54280726	54287087	12	plus	heterogeneous nuclear ribonucleoprotein A1	HNRNPA1	3178	protein-coding	NM_002136.4	NP_002127.1	320	
NC_000012.12	54292111	54301015	12	minus	nuclear factor, erythroid 2	NFE2	4778	protein-coding	NM_006163.3	NP_006154.1	373	
NC_000012.12	54325131	54351846	12	plus	COPI coat complex subunit zeta 1	COPZ1	22818	protein-coding	NM_016057.3	NP_057141.1	177	
NC_000012.12	54350698	54364486	12	minus	G protein-coupled receptor 84	GPR84	53831	protein-coding	NM_020370.3	NP_065103.1	396	
NC_000012.12	54369136	54391298	12	minus	zinc finger protein 385A	ZNF385A	25946	protein-coding	NM_015481.3	NP_056296.1	366	
NC_000012.12	54395261	54419266	12	minus	integrin subunit alpha 5	ITGA5	3678	protein-coding	NM_002205.5	NP_002196.4	1049	
NC_000012.12	54455957	54473602	12	minus	gametocyte specific factor 1	GTSF1	121355	protein-coding	NM_144594.3	NP_653195.2	167	
NC_000012.12	54497752	54548243	12	plus	NCK associated protein 1 like	NCKAP1L	3071	protein-coding	NM_005337.5	NP_005328.2	1127	
NC_000012.12	54549601	54579239	12	plus	phosphodiesterase 1B	PDE1B	5153	protein-coding	NM_000924.4	NP_000915.1	536	
NC_000012.12	54579246	54588659	12	minus	protein phosphatase 1 regulatory inhibitor subunit 1A	PPP1R1A	5502	protein-coding	NM_006741.4	NP_006732.3	171	
NC_000012.12	54630811	54634895	12	minus	lacritin	LACRT	90070	protein-coding	NM_033277.2	NP_150593.1	138	
NC_000012.12	54644589	54648365	12	minus	dermcidin	DCD	117159	protein-coding	NM_053283.4	NP_444513.1	110	
NC_000012.12	54830681	54858387	12	plus	mucin like 1	MUCL1	118430	protein-coding	NM_058173.3	NP_477521.1	90	
NC_000012.12	54948015	54985188	12	minus	thymocyte expressed, positive selection associated 1	TESPA1	9840	protein-coding	NM_014796.2	NP_055611.1	383	
NC_000012.12	55019974	55030017	12	plus	neuronal differentiation 4	NEUROD4	58158	protein-coding	NM_021191.3	NP_067014.2	331	
NC_000012.12	55126406	55132750	12	plus	olfactory receptor family 9 subfamily K member 2	OR9K2	441639	protein-coding	NM_001005243.2	NP_001005243.2	313	
NC_000012.12	55221025	55221975	12	plus	olfactory receptor family 10 subfamily A member 7	OR10A7	121364	protein-coding	NM_001005280.1	NP_001005280.1	316	
NC_000012.12	55244609	55256625	12	plus	olfactory receptor family 6 subfamily C member 74	OR6C74	254783	protein-coding	NM_001005490.2	NP_001005490.1	312	
NC_000012.12	55293988	55296569	12	minus	olfactory receptor family 6 subfamily C member 6	OR6C6	283365	protein-coding	NM_001005493.2	NP_001005493.1	314	
NC_000012.12	55314343	55322364	12	plus	olfactory receptor family 6 subfamily C member 1	OR6C1	390321	protein-coding	NM_001005182.2	NP_001005182.1	312	
NC_000012.12	55330043	55332636	12	plus	olfactory receptor family 6 subfamily C member 3	OR6C3	254786	protein-coding	NM_054104.2	NP_473445.1	311	
NC_000012.12	55362975	55369279	12	plus	olfactory receptor family 6 subfamily C member 75	OR6C75	390323	protein-coding	NM_001005497.2	NP_001005497.1	312	
NC_000012.12	55400529	55401467	12	plus	olfactory receptor family 6 subfamily C member 65	OR6C65	403282	protein-coding	NM_001005518.1	NP_001005518.1	312	
NC_000012.12	55426254	55427192	12	plus	olfactory receptor family 6 subfamily C member 76	OR6C76	390326	protein-coding	NM_001005183.1	NP_001005183.1	312	
NC_000012.12	55444076	55453347	12	plus	olfactory receptor family 6 subfamily C member 2	OR6C2	341416	protein-coding	NM_054105.2	NP_473446.1	312	
NC_000012.12	55469200	55470138	12	minus	olfactory receptor family 6 subfamily C member 70	OR6C70	390327	protein-coding	NM_001005499.1	NP_001005499.1	312	
NC_000012.12	55492378	55493316	12	plus	olfactory receptor family 6 subfamily C member 68	OR6C68	403284	protein-coding	NM_001005519.2	NP_001005519.2	312	
NC_000012.12	55549602	55555832	12	plus	olfactory receptor family 6 subfamily C member 4	OR6C4	341418	protein-coding	NM_001005494.2	NP_001005494.1	309	
NC_000012.12	55572468	55575612	12	plus	olfactory receptor family 2 subfamily AP member 1	OR2AP1	121129	protein-coding	NM_001258285.2	NP_001245214.1	309	
NC_000012.12	55636892	55637833	12	plus	olfactory receptor family 10 subfamily P member 1	OR10P1	121130	protein-coding	NM_206899.1	NP_996782.1	313	
NC_000012.12	55681736	55684611	12	plus	thiol methyltransferase 1B	TMT1B	196410	protein-coding	NM_152637.3	NP_689850.2	244	
NC_000012.12	55684568	55716400	12	minus	integrin subunit alpha 7	ITGA7	3679	protein-coding	NM_002206.3	NP_002197.2	1137	
NC_000012.12	55716046	55719703	12	plus	biogenesis of lysosomal organelles complex 1 subunit 1	BLOC1S1	2647	protein-coding	NM_001487.4	NP_001478.2	153	
NC_000012.12	55720393	55724705	12	plus	retinol dehydrogenase 5	RDH5	5959	protein-coding	NM_002905.5	NP_002896.2	318	
NC_000012.12	55723535	55730041	12	minus	CD63 molecule	CD63	967	protein-coding	NM_001780.6	NP_001771.1	238	
NC_000012.12	55743122	55757264	12	plus	growth differentiation factor 11	GDF11	10220	protein-coding	NM_005811.5	NP_005802.1	407	
NC_000012.12	55752463	55817724	12	minus	SAP domain containing ribonucleoprotein	SARNP	84324	protein-coding	NM_033082.4	NP_149073.1	210	
NC_000012.12	55818041	55821879	12	plus	ORMDL sphingolipid biosynthesis regulator 2	ORMDL2	29095	protein-coding	NM_014182.5	NP_054901.1	153	
NC_000012.12	55820985	55830775	12	minus	DnaJ heat shock protein family (Hsp40) member C14	DNAJC14	85406	protein-coding	NM_032364.6	NP_115740.5	702	
NC_000012.12	55835433	55842936	12	minus	matrix metallopeptidase 19	MMP19	4327	protein-coding	NM_002429.6	NP_002420.1	508	
NC_000012.12	55901413	55927894	12	minus	PYM homolog 1, exon junction complex associated factor	PYM1	84305	protein-coding	NM_032345.3	NP_115721.1	204	
NC_000012.12	55927316	55954023	12	plus	diacylglycerol kinase alpha	DGKA	1606	protein-coding	NM_001345.5	NP_001336.2	735	
NC_000012.12	55954105	55966709	12	minus	premelanosome protein	PMEL	6490	protein-coding	NM_006928.5	NP_008859.1	661	
NC_000012.12	55966830	55972789	12	plus	cyclin dependent kinase 2	CDK2	1017	protein-coding	NM_001798.5	NP_001789.2	298	
NC_000012.12	55973949	55996683	12	plus	RAB5B, member RAS oncogene family	RAB5B	5869	protein-coding	NM_002868.4	NP_002859.1	215	
NC_000012.12	55997276	56005525	12	plus	sulfite oxidase	SUOX	6821	protein-coding	NM_000456.3	NP_000447.2	545	
NC_000012.12	56007504	56038435	12	plus	IKAROS family zinc finger 4	IKZF4	64375	protein-coding	NM_022465.4	NP_071910.3	585	
NC_000012.12	56041918	56044697	12	plus	ribosomal protein S26	RPS26	6231	protein-coding	NM_001029.5	NP_001020.2	115	
NC_000012.12	56080108	56103505	12	plus	erb-b2 receptor tyrosine kinase 3	ERBB3	2065	protein-coding	NM_001982.4	NP_001973.2	1342	
NC_000012.12	56104559	56113910	12	plus	proliferation-associated 2G4	PA2G4	5036	protein-coding	NM_006191.3	NP_006182.2	394	
NC_000012.12	56116633	56117967	12	plus	ribosomal protein L41	RPL41	6171	protein-coding	NM_021104.2	NP_066927.1	25	
NC_000012.12	56118266	56127514	12	plus	zinc finger CCCH-type containing 10	ZC3H10	84872	protein-coding	NM_032786.3	NP_116175.1	434	
NC_000012.12	56128267	56144674	12	plus	extended synaptotagmin 1	ESYT1	23344	protein-coding	NM_015292.3	NP_056107.1	1104	
NC_000012.12	56151827	56153897	12	plus	uncharacterized LOC124902942	LOC124902942	124902942	protein-coding	XM_047429954.1	XP_047285910.1	104	
NC_000012.12	56152587	56157982	12	plus	myosin light chain 6B	MYL6B	140465	protein-coding	NM_002475.5	NP_002466.1	208	
NC_000012.12	56158359	56161579	12	plus	myosin light chain 6	MYL6	4637	protein-coding	NM_021019.5	NP_066299.2	151	
NC_000012.12	56162359	56189483	12	minus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2	SMARCC2	6601	protein-coding	NM_003075.5	NP_003066.2	1214	
